RTH #,RSH #,RTK #,TH,SH,K,H POS,RTH Keyword,RSH Keyword,RTK Keyword,RTH Read,TH Read,RTH Lesson,RSH Lesson,RTK Lesson,K and H check,SH and TH check,K and TH keywords,SH and TH keywords,K and H Visual Check
0827,0889,2759,鋸,锯,鋸,n.,saw,saw,handsaw,jù,jù|jū,RTH1-L28,RSH1-L28,RTK3v2-CH02,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0828,0892,1065,層,层,層,,story,story,stratum,céng,céng,RTH1-L28,RSH1-L28,RTK1v5-L29,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0829,0893,1066,局,局,局,,bureau,bureau,bureau,jú,jú,RTH1-L28,RSH1-L28,RTK1v5-L29,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0830,0896,1076,戶,户,戸,,door,door,door,hù,hù,RTH1-L28,RSH1-L28,RTK1v5-L29,K <> H,SH <> TH,K key = TH key,SH key = TH key,Japanese variant
0831,0897,1078,房,房,房,,domicile,domicile,tassel,fáng,fáng,RTH1-L28,RSH1-L28,RTK1v5-L29,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0832,0898,1083,雇,雇,雇,v.,hire,hire,employ,gù,gù,RTH1-L28,RSH1-L28,RTK1v5-L29,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0833,0523,1084,顧,顾,顧,,look back,look back,look back,gù,gù,RTH1-L28,RSH1-L20,RTK1v5-L29,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0834,0900,1086,示,示,示,v.,show,show,show,shì,shì,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0835,0901,1092,社,社,社,,society,society,company,shè,shè,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0836,0903,1093,視,视,視,,inspect,inspect,inspection,shì,shì,RTH1-L29,RSH1-L29,RTK1v5-L30,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0837,0904,1090,福,福,福,,happiness,happiness,blessing,fú,fú,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0838,0906,1098,禁,禁,禁,,prohibit,prohibit,prohibition,jìn,jìn|jīn,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0839,0907,1099,襟,襟,襟,,front of a garment,front of a garment,collar,jīn,jīn,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0840,0908,1100,宗,宗,宗,,religion,religion,religion,zōng,zōng,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0841,0909,1101,崇,崇,崇,v.,worship,worship,adore,chóng,chóng,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0842,0910,1102,祭,祭,祭,,offer sacrifice,offer sacrifice,ritual,jì,jì,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0843,0911,1103,察,察,察,,scrutinize,scrutinize,guess,chá,chá,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0844,0912,1104,擦,擦,擦,,scrub,scrub,grate,cā,cā,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0845,0913,1105,由,由,由,n.,wherefore,wherefore,wherefore,yóu,yóu,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0846,0914,1106,抽,抽,抽,,take out,take out,pluck,chōu,chōu,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0847,0915,1107,油,油,油,,oil,oil,oil,yóu,yóu,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0848,0916,1113,甲,甲,甲,,first,first,armor,jiǎ,jiǎ,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0849,0917,1114,押,押,押,v.,pawn,pawn,push,yā,yā,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0850,0918,1117,申,申,申,v.,express,express,speaketh,shēn,shēn,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0851,0919,1118,伸,伸,伸,,extend,extend,expand,shēn,shēn,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0852,0920,1119,神,神,神,,gods,gods,gods,shén,shén,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0853,0921,1121,果,果,果,,fruit,fruit,fruit,guǒ,guǒ,RTH1-L29,RSH1-L29,RTK1v5-L30,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0854,0922,1123,課,课,課,,lesson,lesson,chapter,kè,kè,RTH1-L29,RSH1-L29,RTK1v5-L30,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0855,0923,,顆,颗,顆,,granule,granule,,kē,kē,RTH1-L29,RSH1-L29,,K = TH,SH <> TH,RTK key missing,SH key = TH key,
0856,0924,1125,斤,斤,斤,n.,catty,catty,ax,jīn,jīn,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0857,0926,1127,所,所,所,n.,place,place,place,suǒ,suǒ,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0858,0927,1129,近,近,近,,near,near,near,jìn,jìn,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0859,0928,2092,斬,斩,斬,,hew,hew,chop off,zhǎn,zhǎn,RTH1-L30,RSH1-L30,RTK3v2-CH01,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0860,0929,1134,暫,暂,暫,,temporary,temporary,temporarily,zàn,zàn,RTH1-L30,RSH1-L30,RTK1v5-L31,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0861,0930,1135,漸,渐,漸,,gradually,gradually,steadily,jiàn,jiàn|jiān,RTH1-L30,RSH1-L30,RTK1v5-L31,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0862,0660,1137,質,质,質,n.,quality,quality,substance,zhì,zhì,RTH1-L30,RSH1-L22,RTK1v5-L31,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0863,0935,1138,斥,斥,斥,v.,reprimand,reprimand,reject,chì,chì,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0864,0936,1139,訴,诉,訴,,accuse,accuse,accusation,sù,sù,RTH1-L30,RSH1-L30,RTK1v5-L31,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0865,0937,,乍,乍,乍,,for the first time,for the first time,,zhà,zhà,RTH1-L30,RSH1-L30,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0866,0938,,怎,怎,怎,,how?,how?,,zěn,zěn,RTH1-L30,RSH1-L30,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0867,0939,1140,昨,昨,昨,,yesterday,yesterday,yesterday,zuó,zuó,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0868,0940,1142,作,作,作,,do,do,make,zuò,zuò|zuō|zuó,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0869,0941,1143,雪,雪,雪,n.,snow,snow,snow,xuě,xuě,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0870,0946,1146,急,急,急,,anxious,anxious,hurry,jí,jí,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0871,0945,1145,尋,寻,尋,,seek,seek,inquire,xún,xún|xín,RTH1-L30,RSH1-L30,RTK1v5-L31,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0872,0943,1151,婦,妇,婦,,married woman,married woman,lady,fù,fù,RTH1-L30,RSH1-L30,RTK1v5-L31,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0873,0944,1152,掃,扫,掃,,sweep,sweep,sweep,sǎo,sǎo|sào,RTH1-L30,RSH1-L30,RTK1v5-L31,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0874,0949,1144,錄,录,録,v.,record,record,record,lù,lù,RTH1-L30,RSH1-L30,RTK1v5-L31,K <> H,SH <> TH,K key = TH key,SH key = TH key,Japanese variant
0875,0950,,碌,碌,碌,adj.,commonplace,commonplace,,lù,lù|liù|lū,RTH1-L30,RSH1-L30,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0876,0951,1154,爭,争,争,,contend,contend,contend,zhēng,zhēng,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH,SH <> TH,K key = TH key,SH key = TH key,
0877,0952,1155,淨,净,浄,adj.,clean,clean,clean,jìng,jìng,RTH1-L30,RSH1-L30,RTK1v5-L31,K <> H,SH <> TH,K key = TH key,SH key = TH key,Japanese variant
0878,0953,1156,事,事,事,,matter,matter,matter,shì,shì,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0879,0954,1157,唐,唐,唐,,Tang,Tang,T'ang,táng,táng,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0880,0955,1158,糖,糖,糖,,sugar,sugar,sugar,táng,táng,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0881,0956,1159,康,康,康,adj.,hale,hale,sane,kāng,kāng,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0882,0957,,尹,尹,尹,,overseer,overseer,,yǐn,yǐn,RTH1-L30,RSH1-L30,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0883,0958,1161,伊,伊,伊,,Queen Elizabeth,Queen Elizabeth,Italy,yī,yī,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0884,0959,1162,君,君,君,,monarch,monarch,old boy,jūn,jūn,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0885,0960,,裙,裙,裙,n.,skirt,skirt,,qún,qún,RTH1-L30,RSH1-L30,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0886,0961,1163,群,群,群,n.,crowd,crowd,flock,qún,qún,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0887,0962,3006,而,而,而,,and,and,and then,ér,ér,RTH1-L30,RSH1-L30,RTK3v2-CH14,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0888,0963,1165,需,需,需,v.,need,need,demand,xū,xū,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0889,0964,1166,儒,儒,儒,,Confucian,Confucian,Confucian,rú,rú,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0890,0965,2563,瑞,瑞,瑞,,auspicious,auspicious,fortunate,ruì,ruì,RTH1-L30,RSH1-L30,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0891,0966,1167,端,端,端,,upright,upright,edge,duān,duān,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0892,0967,1172,曲,曲,曲,,bent,bent,bend,qū,qǔ|qū,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0893,0968,1177,斗,斗,斗,,big dipper,big dipper,Big Dipper,dǒu,dòu|dǒu,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0894,0969,1178,料,料,料,n.,material,material,fee,liào,liào,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0895,0970,1179,科,科,科,,academic discipline,academic discipline,department,kē,kē,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0896,0971,1181,用,用,用,,utilize,utilize,utilize,yòng,yòng,RTH1-L30,RSH1-L30,RTK1v5-L31,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0897,0973,1184,昔,昔,昔,,times past,times past,once upon a time,xī,xī,RTH1-L31,RSH1-L31,RTK1v5-L32,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0898,0974,1186,借,借,借,,borrow,borrow,borrow,jiè,jiè,RTH1-L31,RSH1-L31,RTK1v5-L32,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0899,0975,1185,錯,错,錯,,mistaken,mistaken,confused,cuò,cuò,RTH1-L31,RSH1-L31,RTK1v5-L32,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0900,0976,1189,散,散,散,,scattered,scattered,scatter,sǎn,sàn|sǎn,RTH1-L31,RSH1-L31,RTK1v5-L32,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0901,0977,2271,撒,撒,撒,,scatter,scatter,sprinkle,sǎ,sā|sǎ,RTH1-L31,RSH1-L31,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0902,0317,1183,備,备,備,,prepare,prepare,equip,bèi,bèi,RTH1-L31,RSH1-L13,RTK1v5-L31,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0903,0978,1190,廿,廿,廿,,twenty,twenty,twenty,niàn,niàn,RTH1-L31,RSH1-L31,RTK1v5-L32,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0904,0979,1193,席,席,席,,mat,mat,seat,xí,xí,RTH1-L31,RSH1-L31,RTK1v5-L32,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0905,0980,1194,度,度,度,,degrees,degrees,degrees,dù,dù|duó,RTH1-L31,RSH1-L31,RTK1v5-L32,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0906,0981,1195,渡,渡,渡,n./v.,ferry,ferry,transit,dù,dù,RTH1-L31,RSH1-L31,RTK1v5-L32,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0907,0982,1202,半,半,半,n./adj.,half,half,half,bàn,bàn,RTH1-L31,RSH1-L31,RTK1v5-L32,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0908,0983,1203,伴,伴,伴,,partner,partner,consort,bàn,bàn,RTH1-L31,RSH1-L31,RTK1v5-L32,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0909,0984,,胖,胖,胖,adj.,fat,fat,,pàng,pàng|pán,RTH1-L31,RSH1-L31,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0910,0985,1205,判,判,判,v.,judge,judge,judgment,pàn,pàn,RTH1-L31,RSH1-L31,RTK1v5-L32,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0911,0986,,眷,眷,眷,,dependents,dependents,,juàn,juàn,RTH1-L31,RSH1-L31,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0912,0987,2917,拳,拳,拳,n.,boxing,boxing,fist,quán,quán,RTH1-L31,RSH1-L31,RTK3v2-CH03,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0913,1224,1209,勝,胜,勝,,victory,victory,victory,shèng,shèng,RTH1-L31,RSH1-L39,RTK1v5-L32,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0914,0988,1212,片,片,片,n.,slice,slice,one-sided,piàn,piàn|piān,RTH1-L31,RSH1-L31,RTK1v5-L32,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0915,0989,1213,版,版,版,,printing plate,printing plate,printing block,bǎn,bǎn,RTH1-L31,RSH1-L31,RTK1v5-L32,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0916,0243,,妝,妆,妝,,put on makeup,put on makeup,,zhuāng,zhuāng,RTH1-L31,RSH1-L11,,K = TH,SH <> TH,RTK key missing,SH key = TH key,
0917,0336,0321,壯,壮,壮,,robust,robust,robust,zhuàng,zhuàng|Zhuàng,RTH1-L31,RSH1-L14,RTK1v5-L14,K = SH,SH <> TH,K key = TH key,SH key = TH key,
0918,0562,2238,莊,庄,庄,,hamlet,hamlet,shire,zhuāng,zhuāng,RTH1-L31,RSH1-L21,RTK3v2-CH02,K = SH,SH <> TH,K key <> TH key,SH key = TH key,
0919,0402,0398,裝,装,装,n.,attire,attire,attire,zhuāng,zhuāng,RTH1-L31,RSH1-L18,RTK1v5-L18,K = SH,SH <> TH,K key = TH key,SH key = TH key,
0920,0244,0731,將,将,将,,General,General,leader,jiàng,jiāng|jiàng|qiāng,RTH1-L31,RSH1-L11,RTK1v5-L23,K = SH,SH <> TH,K key <> TH key,SH key = TH key,
0921,0990,1214,之,之,之,,of,of,of,zhī,zhī,RTH1-L31,RSH1-L31,RTK1v5-L32,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0922,0991,1215,乏,乏,乏,,weary,weary,destitution,fá,fá,RTH1-L31,RSH1-L31,RTK1v5-L32,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0923,0992,,眨,眨,眨,v.,blink,blink,,zhǎ,zhǎ,RTH1-L31,RSH1-L31,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0924,0993,1217,不,不,不,,no,no,negative,bù,bù|bu,RTH1-L31,RSH1-L31,RTK1v5-L32,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0925,0994,1218,否,否,否,,negate,negate,negate,fǒu,fǒu|pǐ,RTH1-L31,RSH1-L31,RTK1v5-L32,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0926,0997,1219,杯,杯,杯,,cup,cup,cupfuls,bēi,bēi,RTH1-L31,RSH1-L31,RTK1v5-L32,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0927,1000,1220,矢,矢,矢,n.,dart,dart,dart,shǐ,shǐ,RTH1-L32,RSH1-L32,RTK1v5-L33,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0928,1001,1222,族,族,族,,tribe,tribe,tribe,zú,zú,RTH1-L32,RSH1-L32,RTK1v5-L33,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0929,1002,1223,知,知,知,,know,know,know,zhī,zhī|zhì,RTH1-L32,RSH1-L32,RTK1v5-L33,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0930,1003,1224,智,智,智,,wisdom,wisdom,wisdom,zhì,zhì,RTH1-L32,RSH1-L32,RTK1v5-L33,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0931,1004,1225,矛,矛,矛,n.,spear,spear,halberd,máo,máo,RTH1-L32,RSH1-L32,RTK1v5-L33,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0932,1005,1226,柔,柔,柔,,gentle,gentle,tender,róu,róu,RTH1-L32,RSH1-L32,RTK1v5-L33,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0933,1006,,揉,揉,揉,,knead,knead,,róu,róu,RTH1-L32,RSH1-L32,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0934,0752,1227,務,务,務,,tasks,tasks,task,wù,wù,RTH1-L32,RSH1-L24,RTK1v5-L33,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0935,0753,1228,霧,雾,霧,,fog,fog,fog,wù,wù,RTH1-L32,RSH1-L24,RTK1v5-L33,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0936,1007,1593,予,予,予,,bestow,bestow,beforehand,yǔ,yú|yǔ,RTH1-L32,RSH1-L32,RTK1v5-L41,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0937,1008,1594,序,序,序,n.,preface,preface,preface,xù,xù,RTH1-L32,RSH1-L32,RTK1v5-L41,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0938,1009,1595,預,预,預,,beforehand,beforehand,deposit,yù,yù,RTH1-L32,RSH1-L32,RTK1v5-L41,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0939,1010,1596,野,野,野,adj.,wild,wild,plains,yě,yě,RTH1-L32,RSH1-L32,RTK1v5-L41,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0940,1011,1229,班,班,班,,class,class,squad,bān,bān,RTH1-L32,RSH1-L32,RTK1v5-L33,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0941,1015,1231,弓,弓,弓,n.,bow,bow,bow,gōng,gōng,RTH1-L32,RSH1-L32,RTK1v5-L33,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0942,1016,1232,引,引,引,v.,draw,draw,pull,yǐn,yǐn,RTH1-L32,RSH1-L32,RTK1v5-L33,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0943,1018,1235,強,强,強,,strong,strong,strong,qiáng,qiáng|jiàng|qiǎng,RTH1-L32,RSH1-L32,RTK1v5-L33,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0944,1019,1236,弱,弱,弱,,weak,weak,weak,ruò,ruò,RTH1-L32,RSH1-L32,RTK1v5-L33,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0945,1021,1931,彈,弹,弾,,bullet,bullet,bullet,dàn,dàn|tán,RTH1-L32,RSH1-L32,RTK1v5-L53,K <> H,SH <> TH,K key = TH key,SH key = TH key,Japanese variant
0946,1023,0964,佛,佛,仏,,Buddha,Buddha,Buddha,fó,fú|Fó,RTH1-L32,RSH1-L32,RTK1v5-L27,K <> H,SH = TH,K key = TH key,SH key = TH key,Japanese variant
0947,1022,1238,費,费,費,,expense,expense,expense,fèi,fèi,RTH1-L32,RSH1-L32,RTK1v5-L33,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0948,1024,1240,弟,弟,弟,,younger brother,younger brother,younger brother,dì,dì|tì,RTH1-L32,RSH1-L32,RTK1v5-L33,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0949,1025,1239,第,第,第,,No.,No.,No.,dì,dì,RTH1-L32,RSH1-L32,RTK1v5-L33,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0950,1026,1241,巧,巧,巧,,adroit,adroit,adroit,qiǎo,qiǎo,RTH1-L32,RSH1-L32,RTK1v5-L33,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0951,1028,1248,身,身,身,,somebody,somebody,somebody,shēn,shēn,RTH1-L33,RSH1-L33,RTK1v5-L34,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0952,1029,1249,射,射,射,v.,shoot,shoot,shoot,shè,shè,RTH1-L33,RSH1-L33,RTK1v5-L34,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0953,1030,1250,謝,谢,謝,,thank,thank,apologize,xiè,xiè,RTH1-L33,RSH1-L33,RTK1v5-L34,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0954,1031,1251,老,老,老,,old man,old man,old man,lǎo,lǎo,RTH1-L33,RSH1-L33,RTK1v5-L34,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0955,1032,1252,考,考,考,,take an exam,take an exam,consider,kǎo,kǎo,RTH1-L33,RSH1-L33,RTK1v5-L34,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0956,1033,,烤,烤,烤,v.,roast,roast,,kǎo,kǎo,RTH1-L33,RSH1-L33,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0957,1037,1253,孝,孝,孝,,filial piety,filial piety,filial piety,xiào,xiào,RTH1-L33,RSH1-L33,RTK1v5-L34,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0958,1038,1254,教,教,教,,teach,teach,teach,jiāo,jiāo|jiào,RTH1-L33,RSH1-L33,RTK1v5-L34,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0959,1039,1256,者,者,者,,someone,someone,someone,zhě,zhě,RTH1-L33,RSH1-L33,RTK1v5-L34,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0960,0536,0555,著,着,着,,-ing,-ing,don,zhe,zhe|zháo|zhāo|zhuó|zhù,RTH1-L33,RSH1-L20,RTK1v5-L21,K = SH,SH <> TH,K key <> TH key,SH key = TH key,
0961,1041,1262,豬,猪,猪,,pig,pig,boar,zhū,zhū,RTH1-L33,RSH1-L33,RTK1v5-L34,K = SH,SH <> TH,K key <> TH key,SH key = TH key,
0962,1042,1268,追,追,追,,chase,chase,chase,zhuī,zhuī,RTH1-L33,RSH1-L33,RTK1v5-L34,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0963,0411,1270,帥,帅,帥,,commander,commander,commander,shuài,shuài,RTH1-L33,RSH1-L18,RTK1v5-L34,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0964,0412,1269,師,师,師,,teacher,teacher,expert,shī,shī,RTH1-L33,RSH1-L18,RTK1v5-L34,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0965,0413,2345,獅,狮,獅,,lion,lion,lion,shī,shī,RTH1-L33,RSH1-L18,RTK3v2-CH02,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0966,1043,1271,官,官,官,,bureaucrat,bureaucrat,bureaucrat,guān,guān,RTH1-L33,RSH1-L33,RTK1v5-L34,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0967,1044,1273,管,管,管,,pipe,pipe,pipe,guǎn,guǎn,RTH1-L33,RSH1-L33,RTK1v5-L34,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0968,1045,1274,父,父,父,,father,father,father,fù,fù|fǔ,RTH1-L33,RSH1-L33,RTK1v5-L34,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0969,1046,1275,交,交,交,,mingle,mingle,mingle,jiāo,jiāo,RTH1-L33,RSH1-L33,RTK1v5-L34,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0970,1047,1276,效,效,効,n.,effect,effect,merit,xiào,xiào,RTH1-L33,RSH1-L33,RTK1v5-L34,K <> H,SH = TH,K key <> TH key,SH key = TH key,Japanese variant
0971,1048,1277,較,较,較,,relatively,relatively,contrast,jiào,jiào|jiǎo,RTH1-L33,RSH1-L33,RTK1v5-L34,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0972,1049,1278,校,校,校,n.,school,school,exam,xiào,xiào|jiào,RTH1-L33,RSH1-L33,RTK1v5-L34,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0973,1050,1279,足,足,足,,lower leg,lower leg,leg,zú,zú,RTH1-L33,RSH1-L33,RTK1v5-L34,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0974,1051,,跑,跑,跑,v.,run,run,,pǎo,pǎo|páo,RTH1-L33,RSH1-L33,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0975,1052,1284,跳,跳,跳,v.,jump,jump,hop,tiào,tiào,RTH1-L33,RSH1-L33,RTK1v5-L34,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0976,1053,1282,路,路,路,,path,path,path,lù,lù,RTH1-L33,RSH1-L33,RTK1v5-L34,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
